,target
28410,0
28411,0
28414,0
28416,0
28417,0
28427,0
28429,0
28434,0
28442,0
28445,0
28448,0
28449,0
28453,0
28455,0
28459,0
28464,0
28467,0
28477,0
28489,0
28491,0
28492,0
28494,0
28495,0
28497,0
28507,0
28508,0
28509,0
28510,0
28513,0
28514,0
28520,0
28528,0
28529,0
28530,0
28531,0
28542,0
28544,0
28545,0
28551,0
28552,0
28555,0
28556,0
28564,0
28569,0
28577,0
28583,0
28591,0
28594,0
28613,0
28618,0
28623,0
28631,0
28636,0
28639,0
28642,0
28645,0
28650,0
28655,0
28675,0
28676,0
28677,0
28682,0
28684,0
28685,0
28686,0
28690,0
28693,0
28695,0
28700,0
28702,0
28705,0
28707,0
28708,0
28709,0
28728,0
28731,0
28732,0
28739,0
28741,0
28743,0
28745,0
28748,0
28756,0
28762,0
28775,0
28777,0
28778,0
28782,0
28783,0
28784,0
28789,0
28791,0
28795,0
28798,0
28815,0
28816,0
28818,0
28824,0
28830,0
28837,0
28849,0
28856,0
28857,0
28860,0
28861,0
28892,0
28897,0
28905,0
28906,0
28908,0
28909,0
28915,0
28918,0
28919,0
28921,0
28922,0
28927,0
28928,0
28932,0
28938,0
28952,0
28954,0
28955,0
28958,0
28960,0
28964,0
28971,0
28972,0
28977,0
28979,0
28982,0
28989,0
28990,0
29000,0
29003,0
29005,0
29017,0
29021,0
29023,0
29024,0
29026,0
29034,0
29037,0
29039,0
29044,0
29047,0
29048,0
29051,0
29053,0
29056,0
29061,0
29075,0
29079,0
29083,0
29084,0
29089,0
29096,0
29103,0
29111,0
29113,0
29119,0
29123,0
29130,0
29131,0
29135,0
29161,0
29162,0
29176,0
29180,0
29193,0
29195,0
29197,0
29204,0
29206,0
29213,0
29248,0
29261,0
29262,0
29264,0
29268,0
29270,0
29278,0
29290,0
29292,0
29297,0
29313,0
29323,0
29327,0
29331,0
29339,0
29341,0
29350,0
29355,0
29357,0
29362,0
29365,0
29366,0
29368,0
29371,0
29380,0
29381,0
29383,0
29386,0
29387,0
29393,0
29394,0
29400,0
29403,0
29406,0
29412,0
29418,0
29420,0
29426,0
29427,0
29433,0
29437,0
29438,0
29440,0
29444,0
29445,0
29446,0
29454,0
29458,0
29464,0
29470,0
29485,0
29486,0
29492,0
29493,0
29494,0
29497,0
29501,0
29510,0
29516,0
29521,0
29546,0
29550,0
29560,0
29562,0
29565,0
29567,0
29570,0
29571,0
29572,0
29574,0
29575,0
29579,0
29590,0
29601,0
29609,0
29616,0
29617,0
29618,0
29621,0
29623,0
29626,0
29631,0
29632,0
29639,0
29643,0
29646,0
29649,0
29655,0
29660,0
29667,0
29670,0
29674,0
29675,0
29685,0
29688,0
29691,0
29692,0
29693,0
29694,0
29695,0
29696,0
29700,0
29708,0
29718,0
29732,0
29733,0
29738,0
29740,0
29741,0
29745,0
29751,0
29760,0
29761,0
29763,0
29765,0
29766,0
29774,0
29775,0
29776,0
29777,0
29779,0
29783,0
29795,0
29796,0
29797,0
29812,0
29826,0
29830,0
29834,0
29837,0
29847,0
29854,0
29855,0
29860,0
29863,0
29867,0
29870,0
29876,0
29882,0
29883,0
29893,0
29894,0
29895,0
29896,0
29901,0
29903,0
29905,0
29906,0
29908,0
29922,0
29932,0
29938,0
29942,0
29944,0
29946,0
29949,0
29952,0
29959,0
29962,0
29965,0
29966,0
29968,0
29971,0
29974,0
29983,0
29986,0
29988,0
29997,0
30001,0
30006,0
30008,0
30018,0
30023,0
30027,0
30028,0
30036,0
30039,0
30040,0
30041,0
30043,0
30044,0
30062,0
30068,0
30071,0
30073,0
30076,0
30080,0
30088,0
30090,0
30091,0
30094,0
30100,0
30104,0
30116,0
30117,0
30119,0
30128,0
30129,0
30130,0
30141,0
30154,0
30156,0
30168,0
30169,0
30171,0
30175,0
30182,0
30188,0
30193,0
30197,0
30199,0
30216,0
30220,0
30224,0
30227,0
30228,0
30234,0
30236,0
30252,0
30253,0
30258,0
30264,0
30265,0
30268,0
30270,0
30271,0
30276,0
30283,0
30289,0
30291,0
30295,0
30297,0
30303,0
30305,0
30312,0
30317,0
30319,0
30323,0
30326,0
30333,0
30334,0
30336,0
30342,0
30347,0
30361,0
30363,0
30366,0
30368,0
30376,0
30395,0
30405,0
30406,0
30414,0
30417,0
30420,0
30422,0
30424,0
30427,0
30430,0
30434,0
30440,0
30442,0
30447,0
30462,0
30471,0
30472,0
30473,0
30478,0
30480,0
30482,0
30485,0
30486,0
30491,0
30493,0
30496,0
30501,0
30509,0
30511,0
30513,0
30524,0
30526,0
30527,0
30531,0
30536,0
30539,0
30551,0
30559,0
30562,0
30563,0
30568,0
30570,0
30580,0
30603,0
30607,0
30610,0
30613,0
30614,0
30622,0
30624,0
30625,0
30628,0
30645,0
30651,0
30652,0
30664,0
30668,0
30670,0
30671,0
30673,0
30674,0
30675,0
30681,0
30686,0
30696,0
30702,0
30707,0
30712,0
30713,0
30714,0
30716,0
30717,0
30725,0
30726,0
30734,0
30735,0
30737,0
30741,0
30742,0
30743,0
30745,0
30746,0
30749,0
30760,0
30767,0
30770,0
30771,0
30773,0
30777,0
30778,0
30779,0
30785,0
30801,0
30803,0
30808,0
30811,0
30813,0
30817,0
30818,0
30822,0
30825,0
30826,0
30832,0
30833,0
30835,0
30838,0
30846,0
30855,0
30866,0
30873,0
30878,0
30888,0
30907,0
30908,0
30911,0
30914,0
30935,0
30936,0
30937,0
30946,0
30959,0
30963,0
30968,0
30980,0
30982,0
30983,0
30987,0
30990,0
30991,0
30992,0
30997,0
30998,0
31011,0
31026,0
31033,0
31036,0
31043,0
31048,0
31051,0
31054,0
31057,0
31059,0
31065,0
31068,0
31073,0
31081,0
31088,0
31111,0
31118,0
31124,0
31138,0
31141,0
31142,0
31149,0
31155,0
31163,0
31167,0
31172,0
31175,0
31178,0
31186,0
31187,0
31190,0
31193,0
31200,0
31204,0
31210,0
31211,0
31229,0
31232,0
31238,0
31246,0
31250,0
31251,0
31252,0
31259,0
31260,0
31262,0
31263,0
31275,0
31277,0
31278,0
31280,0
31283,0
31285,0
31297,0
31298,0
31305,0
31306,0
31308,0
31313,0
31317,0
31319,0
31322,0
31328,0
31338,0
31345,0
31349,0
31363,0
31384,0
31391,0
31400,0
31409,0
31412,0
31414,0
31421,0
31425,0
31430,0
31444,0
31454,0
31461,0
31471,0
31483,0
31486,0
31492,0
31493,0
31494,0
31501,0
31509,0
31513,0
31514,0
31516,0
31522,0
31525,0
31528,0
31536,0
31539,0
31549,0
31550,0
31555,0
31564,0
31568,0
31569,0
31586,0
31588,0
31593,0
31594,0
31596,0
31597,0
31613,0
31617,0
31622,0
31623,0
31631,0
31632,0
31641,0
31643,0
31652,0
31655,0
31662,0
31668,0
31669,0
31671,0
31675,0
31687,0
31695,0
31696,0
31701,0
31706,0
31713,0
31714,0
31725,0
31726,0
31731,0
31743,0
31747,0
31748,0
31751,0
31761,0
31765,0
31768,0
31778,0
31785,0
31786,0
31787,0
31792,0
31795,0
31796,0
31799,0
31800,0
31809,0
31815,0
31816,0
31817,0
31822,0
31823,0
31826,0
31835,0
31836,0
31841,0
31843,0
31845,0
31846,0
31849,0
31850,0
31851,0
31858,0
31862,0
31864,0
31871,0
31879,0
31880,0
31885,0
31890,0
31896,0
31900,0
31902,0
31915,0
31919,0
31920,0
31933,0
31934,0
31938,0
31939,0
31948,0
31960,0
31962,0
31964,0
31967,0
31975,0
31983,0
31988,0
31991,0
31997,0
32001,0
32011,0
32015,0
32031,0
32032,0
32033,0
32048,0
32049,0
32050,0
32052,0
32056,0
32057,0
32058,0
32059,0
32077,0
32089,0
32090,0
32106,0
32107,0
32111,0
32117,0
32119,0
32124,0
32128,0
32131,0
32132,0
32134,0
32145,0
32147,0
32154,0
32155,0
32163,0
32167,0
32169,0
32176,0
32179,0
32182,0
32186,0
32191,0
32192,0
32210,0
32222,0
32228,0
32229,0
32230,0
32235,0
32243,0
32248,0
32252,0
32255,0
32261,0
32264,0
32273,0
32279,0
32280,0
32281,0
32282,0
32283,0
32289,0
32291,0
32293,0
32300,0
32302,0
32305,0
32308,0
32309,0
32311,0
32314,0
32315,0
32319,0
32322,0
32323,0
32330,0
32333,0
32337,0
32348,0
32358,0
32360,0
32365,0
32368,0
32387,0
32390,0
32404,0
32411,0
32413,0
32414,0
32416,0
32422,0
32423,0
32426,0
32444,0
32450,0
32454,0
32458,0
32464,0
32468,0
32472,0
32475,0
32476,0
32493,0
32496,0
32498,0
32499,0
32505,0
32506,0
32509,0
32516,0
32522,0
32523,0
32524,0
32530,0
32537,0
32544,0
32546,0
32548,0
32558,0
32561,0
32568,0
32577,0
32584,0
32586,0
32588,0
32590,0
32591,0
32599,0
32606,0
32609,0
32610,0
32614,0
32626,0
32629,0
32641,0
32642,0
32649,0
32653,0
32662,0
32664,0
32665,0
32671,0
32673,0
32677,0
32680,0
32696,0
32721,0
32729,0
32730,0
32740,0
32741,0
32751,0
32756,0
32759,0
32764,0
32769,0
32775,0
32780,0
32783,0
32809,0
32813,0
32815,0
32816,0
32817,0
32830,0
32832,0
32842,0
32848,0
32849,0
32851,0
32867,0
32872,0
32878,0
32881,0
32883,0
32886,0
32892,0
32893,0
32894,0
32896,0
32899,0
32904,0
32910,0
32913,0
32917,0
32920,0
32922,0
32923,0
32928,0
32931,0
32941,0
32946,0
32950,0
32956,0
32957,0
32959,0
32960,0
32961,0
32964,0
32978,0
32980,0
32983,0
32986,0
32990,0
32992,0
32995,0
32998,0
33001,0
33005,0
33009,0
33011,0
33019,0
33024,0
33028,0
33036,0
33043,0
33044,0
33051,0
33054,0
33057,0
33066,0
33083,0
33084,0
33085,0
33087,0
33088,0
33091,0
33092,0
33096,0
33099,0
33102,0
33103,0
33108,0
33113,0
33114,0
33120,0
33121,0
33124,0
33127,0
33128,0
33130,0
33135,0
33136,0
33146,0
33147,0
33148,0
33153,0
33155,0
33158,0
33160,0
33165,0
33168,0
33171,0
33178,0
33181,0
33184,0
33186,0
33189,0
33190,0
33192,0
33193,0
33215,0
33220,0
33222,0
33229,0
33232,0
33239,0
33245,0
33248,0
33251,0
33254,0
33257,0
33260,0
33264,0
33265,0
33268,0
33271,0
33274,0
33276,0
33277,0
33279,0
33280,0
33289,0
33299,0
33301,0
33303,0
33319,0
33322,0
33325,0
33331,0
33335,0
33340,0
33342,0
33350,0
33351,0
33356,0
33362,0
33364,0
33379,0
33381,0
33383,0
33391,0
33392,0
33394,0
33425,0
33429,0
33445,0
33449,0
33461,0
33470,0
33471,0
33472,0
33481,0
33489,0
33491,0
33496,0
33497,0
33520,0
33521,0
33525,0
33528,0
33530,0
33531,0
33533,0
33537,0
33540,0
33543,0
33544,0
33551,0
33554,0
33555,0
33556,0
33565,0
33568,0
33572,0
33574,0
33580,0
33590,0
33591,0
33592,0
33594,0
33599,0
33606,0
33607,0
33609,0
33618,0
33620,0
33624,0
33630,0
33632,0
33639,0
33653,0
33655,0
33658,0
33661,0
33667,0
33677,0
33678,0
33679,0
33687,0
33689,0
33697,0
33703,0
33706,0
33707,0
33719,0
33720,0
33730,0
33736,0
33742,0
33744,0
33748,0
33750,0
33764,0
33770,0
33775,0
33780,0
33785,0
33786,0
33798,0
33802,0
33804,0
33805,0
33810,0
33817,0
33836,0
33837,0
33839,0
33847,0
33856,0
33858,0
33867,0
33870,0
33878,0
33880,0
33882,0
33886,0
33901,0
33910,0
33911,0
33912,0
33915,0
33917,0
33923,0
33927,0
33930,0
33931,0
33935,0
33949,0
33950,0
33951,0
33952,0
33958,0
33959,0
33964,0
33965,0
33972,0
33973,0
33979,0
33980,0
33983,0
33989,0
34000,0
34001,0
34012,0
34013,0
34016,0
34020,0
34028,0
34040,0
34041,0
34053,0
34054,0
34058,0
34059,0
34065,0
34066,0
34069,0
34074,0
34078,0
34083,0
34084,0
34086,0
34087,0
34093,0
34094,0
34096,0
34111,0
34114,0
34118,0
34122,0
34125,0
34128,0
34140,0
34154,0
34157,0
34159,0
34164,0
34170,0
34183,0
34184,0
34185,0
34188,0
34190,0
34192,0
34198,0
34203,0
34211,0
34220,0
34222,0
34224,0
34226,0
34228,0
34234,0
34235,0
34236,0
34248,0
34257,0
34259,0
34261,0
34265,0
34287,0
34295,0
34303,0
34307,0
34309,0
34313,0
34319,0
34323,0
34324,0
34327,0
34330,0
34332,0
34335,0
34337,0
34350,0
34351,0
34352,0
34356,0
34357,0
34358,0
34359,0
34361,0
34366,0
34367,0
34369,0
34374,0
34376,0
34379,0
34387,0
34392,0
34397,0
34415,0
34417,0
34419,0
34423,0
34430,0
34443,0
34449,0
34452,0
34454,0
34469,0
34471,0
34472,0
34479,0
34481,0
34482,0
34483,0
34487,0
34489,0
34495,0
34500,0
34509,0
34511,0
34517,0
34518,0
34521,0
34524,0
34526,0
34528,0
34560,0
34561,0
34563,0
34568,0
34577,0
34586,0
34596,0
34627,0
34628,0
34631,0
34641,0
34645,0
34647,0
34650,0
34654,0
34655,0
34656,0
34658,0
34668,0
34670,0
34674,0
34676,0
34677,0
34680,0
34683,0
34685,0
34694,0
34697,0
34707,0
34709,0
34710,0
34717,0
34719,0
34724,0
34727,0
34730,0
34731,0
34747,0
34758,0
34761,0
34768,0
34769,0
34779,0
34782,0
34800,0
34809,0
34813,0
34814,0
34816,0
34820,0
34822,0
34823,0
34832,0
34837,0
34847,0
34851,0
34858,0
34859,0
34873,0
34874,0
34875,0
34880,0
34882,0
34889,0
34896,0
34897,0
34900,0
34906,0
34917,0
34919,0
34920,0
34922,0
34925,0
34928,0
34930,0
34933,0
34936,0
34939,0
34940,0
34941,0
34943,0
34948,0
34954,0
34955,0
34957,0
34958,0
34966,0
34977,0
34984,0
34986,0
34988,0
34998,0
34999,0
35004,0
35012,0
35015,0
35020,0
35023,0
35025,0
35030,0
35033,0
35037,0
35039,0
35041,0
35042,0
35048,0
35052,0
35056,0
35074,0
35085,0
35088,0
35096,0
35098,0
35101,0
35108,0
35111,0
35115,0
35118,0
35119,0
35124,0
35126,0
35128,0
35135,0
35144,0
35162,0
35169,0
35175,0
35186,0
35187,0
35191,0
35194,0
35195,0
35197,0
35199,0
35200,0
35202,0
35212,0
35217,0
35226,0
35229,0
35231,0
35239,0
35244,0
35245,0
35261,0
35268,0
35276,0
35296,0
35302,0
35306,0
35307,0
35309,0
35319,0
35331,0
35332,0
35333,0
35335,0
35336,0
35339,0
35342,0
35347,0
35355,0
35357,0
35358,0
35368,0
35369,0
35370,0
35374,0
35386,0
35389,0
35394,0
35395,0
35400,0
35413,0
35419,0
35423,0
35429,0
35436,0
35442,0
35444,0
35453,0
35456,0
35459,0
35463,0
35467,0
35472,0
35478,0
35479,0
35480,0
35489,0
35494,0
35503,0
35504,0
35509,0
35516,0
35518,0
35520,0
35522,0
35528,0
35535,0
35539,0
35544,0
35545,0
35546,0
35550,0
35553,0
35554,0
35556,0
35564,0
35572,0
35574,0
35584,0
35586,0
35588,0
35590,0
35595,0
35605,0
35616,0
35618,0
35619,0
35625,0
35628,0
35630,0
35637,0
35638,0
35639,0
35643,0
35650,0
35656,0
35660,0
35663,0
35664,0
35667,0
35686,0
35689,0
35692,0
35698,0
35700,0
35726,0
35734,0
35739,0
35745,0
35750,0
35754,0
35763,0
35776,0
35779,0
35799,0
35800,0
35802,0
35804,0
35811,0
35821,0
35847,0
35849,0
35858,0
35862,0
35879,0
35885,0
35888,0
35895,0
35905,0
35907,0
35908,0
35914,0
35916,0
35919,0
35927,0
35935,0
35937,0
35940,0
35944,0
35946,0
35951,0
35959,0
35965,0
35968,0
35973,0
35982,0
36001,0
36003,0
36005,0
36007,0
36012,0
36014,0
36015,0
36018,0
36019,0
36026,0
36027,0
36030,0
36043,0
36060,0
36070,0
36074,0
36079,0
36080,0
36082,0
36084,0
36087,0
36094,0
36095,0
36098,0
36100,0
36103,0
36105,0
36107,0
36110,0
36119,0
36124,0
36128,0
36143,0
36144,0
36149,0
36160,0
36171,0
36174,0
36175,0
36185,0
36187,0
36190,0
36195,0
36203,0
36207,0
36208,0
36209,0
36211,0
36219,0
36221,0
36234,0
36236,0
36239,0
36240,0
36247,0
36268,0
36269,0
36279,0
36285,0
36291,0
36295,0
36298,0
36300,0
36305,0
36311,0
36313,0
36315,0
36319,0
36324,0
36339,0
36344,0
36346,0
36349,0
36352,0
36356,0
36361,0
36373,0
36383,0
36385,0
36389,0
36403,0
36405,0
36412,0
36414,0
36417,0
36423,0
36429,0
36430,0
36436,0
36437,0
36438,0
36440,0
36442,0
36447,0
36448,0
36453,0
36458,0
36470,0
36471,0
36473,0
36475,0
36479,0
36480,0
36483,0
36489,0
36498,0
36500,0
36507,0
36509,0
36513,0
36514,0
36528,0
36547,0
36558,0
36566,0
36571,0
36585,0
36588,0
36590,0
36596,0
36597,0
36601,0
36604,0
36611,0
36614,0
36638,0
36645,0
36648,0
36656,0
36657,0
36669,0
36670,0
36674,0
36682,0
36687,0
36693,0
36695,0
36696,0
36699,0
36700,0
36712,0
36721,0
36730,0
36733,0
36734,0
36744,0
36751,0
36753,0
36759,0
36760,0
36766,0
36779,0
36800,0
36802,0
36808,0
36809,0
36824,0
36825,0
36829,0
36831,0
36838,0
36843,0
36845,0
36849,0
36851,0
36854,0
36863,0
36871,0
36875,0
36876,0
36881,0
36888,0
36889,0
36894,0
36896,0
36904,0
36906,0
36907,0
36914,0
36917,0
36919,0
36925,0
36927,0
36930,0
36933,0
36941,0
36949,0
36952,0
36956,0
36958,0
36966,0
36971,0
36976,0
36984,0
36993,0
36998,0
37000,0
37014,0
37017,0
37023,0
37024,0
37028,0
37029,0
37032,0
37035,0
37038,0
37040,0
37042,0
37043,0
37044,0
37045,0
37049,0
37051,0
37056,0
37062,0
37066,0
37068,0
37071,0
37088,0
37090,0
37092,0
37105,0
37108,0
37110,0
37111,0
37112,0
37115,0
37121,0
37138,0
37154,0
37155,0
37161,0
37173,0
37174,0
37178,0
37179,0
37180,0
37181,0
37184,0
37192,0
37195,0
37196,0
37199,0
37200,0
37202,0
37204,0
37205,0
37207,0
37218,0
37224,0
37233,0
37244,0
37245,0
37250,0
37254,0
37257,0
37261,0
37264,0
37269,0
37273,0
37278,0
37281,0
37287,0
37298,0
37301,0
37305,0
37308,0
37315,0
37318,0
37319,0
37331,0
37340,0
37341,0
37349,0
37355,0
37356,0
37360,0
37361,0
37371,0
37378,0
37386,0
37394,0
37399,0
37400,0
37401,0
37403,0
37410,0
37428,0
37432,0
37435,0
37440,0
37441,0
37459,0
37462,0
37465,0
37468,0
37472,0
37474,0
37477,0
37482,0
37499,0
37500,0
37502,0
37505,0
37516,0
37526,0
37530,0
37531,0
37532,0
37534,0
37544,0
37545,0
37550,0
37553,0
37560,0
37564,0
37569,0
37570,0
37571,0
37572,0
37574,0
37575,0
37577,0
37587,0
37588,0
37589,0
37611,0
37613,0
37616,0
37617,0
37620,0
37631,0
37634,0
37638,0
37656,0
37661,0
37663,0
37671,0
37676,0
37691,0
37693,0
37700,0
37702,0
37709,0
37712,0
37714,0
37715,0
37720,0
37729,0
37730,0
37733,0
37734,0
37736,0
37745,0
37757,0
37764,0
37768,0
37770,0
37771,0
37772,0
37783,0
37790,0
37795,0
37801,0
37809,0
37812,0
37820,0
37827,0
37833,0
37834,0
37836,0
37846,0
37852,0
37853,0
37862,0
37869,0
37872,0
37879,0
37881,0
37900,0
37902,0
37903,0
37907,0
37909,0
37910,0
37915,0
37916,0
37939,0
37946,0
37953,0
37958,0
37959,0
37967,0
37968,0
37972,0
37977,0
37982,0
37983,0
37984,0
37987,0
37990,0
37991,0
37993,0
37994,0
38003,0
38004,0
38032,0
38034,0
38044,0
38054,0
38065,0
38072,0
38077,0
38086,0
38088,0
38092,0
38095,0
38099,0
38101,0
38105,0
38117,0
38125,0
38126,0
38129,0
38138,0
38139,0
38146,0
38151,0
38153,0
38158,0
38159,0
38161,0
38174,0
38178,0
38181,0
38182,0
38183,0
38185,0
38193,0
38197,0
38210,0
38216,0
38219,0
38222,0
38224,0
38226,0
38228,0
38231,0
38233,0
38245,0
38248,0
38252,0
38253,0
38259,0
38274,0
38276,0
38279,0
38283,0
38288,0
38289,0
38293,0
38296,0
38298,0
38307,0
38310,0
38321,0
38323,0
38325,0
38326,0
38330,0
38331,0
38338,0
38340,0
38345,0
38347,0
38351,0
38357,0
38363,0
38368,0
38371,0
38372,0
38375,0
38380,0
38381,0
38395,0
38396,0
38402,0
38423,0
38427,0
38434,0
38436,0
38442,0
38445,0
38446,0
38451,0
38459,0
38462,0
38467,0
38475,0
38479,0
38481,0
38489,0
38491,0
38497,0
38514,0
38521,0
38523,0
38528,0
38535,0
38539,0
38542,0
38543,0
38546,0
38552,0
38574,0
38582,0
38583,0
38586,0
38597,0
38598,0
38602,0
38603,0
38622,0
38624,0
38625,0
38642,0
38643,0
38647,0
38656,0
38660,0
38662,0
38663,0
38666,0
38670,0
38671,0
38678,0
38680,0
38683,0
38692,0
38695,0
38699,0
38701,0
38703,0
38705,0
38706,0
38715,0
38720,0
38722,0
38724,0
38726,0
38745,0
38755,0
38760,0
38762,0
38769,0
38770,0
38774,0
38779,0
38781,0
38794,0
38803,0
38807,0
38809,0
38816,0
38817,0
38821,0
38822,0
38827,0
38828,0
38829,0
38847,0
38859,0
38864,0
38878,0
38884,0
38887,0
38888,0
38896,0
38898,0
38910,0
38921,0
38923,0
38931,0
38934,0
38935,0
38941,0
38948,0
38949,0
38952,0
38953,0
38954,0
38959,0
38962,0
38964,0
38971,0
38976,0
38979,0
38981,0
38982,0
38985,0
38986,0
38989,0
38991,0
38994,0
38997,0
38999,0
39005,0
39018,0
39024,0
39027,0
39032,0
39034,0
39044,0
39047,0
39049,0
39059,0
39062,0
39067,0
39070,0
39078,0
39079,0
39080,0
39081,0
39091,0
39092,0
39097,0
39105,0
39107,0
39109,0
39115,0
39117,0
39120,0
39122,0
39123,0
39124,0
39127,0
39128,0
39137,0
39142,0
39144,0
39155,0
39164,0
39173,0
39174,0
39177,0
39178,0
39181,0
39182,0
39183,0
39204,0
39207,0
39210,0
39212,0
39217,0
39219,0
39230,0
39231,0
39233,0
39238,0
39254,0
39257,0
39261,0
39264,0
39265,0
39272,0
39282,0
39287,0
39288,0
39289,0
39291,0
39294,0
39297,0
39298,0
39300,0
39307,0
39309,0
39319,0
39326,0
39329,0
39330,0
39334,0
39336,0
39338,0
39339,0
39351,0
39355,0
39358,0
39359,0
39364,0
39366,0
39382,0
39385,0
39386,0
39389,0
39398,0
39399,0
39400,0
39405,0
39416,0
39418,0
39419,0
39420,0
39431,0
39439,0
39440,0
39441,0
39447,0
39451,0
39452,0
39458,0
39475,0
39480,0
39485,0
39492,0
39494,0
39503,0
39510,0
39517,0
39529,0
39532,0
39554,0
39557,0
39559,0
39568,0
39573,0
39585,0
39589,0
39590,0
39598,0
39600,0
39610,0
39611,0
39613,0
39618,0
39622,0
39625,0
39628,0
39630,0
39633,0
39635,0
39647,0
39653,0
39659,0
39661,0
39666,0
39671,0
39679,0
39682,0
39688,0
39690,0
39691,0
39692,0
39693,0
39696,0
39701,0
39706,0
39711,0
39717,0
39721,0
39728,0
39733,0
39739,0
39740,0
39742,0
39746,0
39750,0
39753,0
39757,0
39758,0
39761,0
39779,0
39782,0
39784,0
39792,0
39793,0
39797,0
39798,0
39805,0
39810,0
39811,0
39822,0
39846,0
39847,0
39848,0
39856,0
39863,0
39867,0
39869,0
39871,0
39872,0
39878,0
39881,0
39889,0
39897,0
39907,0
39912,0
39923,0
39927,0
39937,0
39943,0
39944,0
39945,0
39949,0
39954,0
39957,0
39963,0
39967,0
39972,0
39973,0
39990,0
39991,0
39994,0
39998,0
39999,0
40001,0
40010,0
40016,0
40019,0
40020,0
40039,0
40041,0
40042,0
40052,0
40059,0
40084,0
40101,0
40102,0
40108,0
40110,0
40114,0
40116,0
40118,0
40125,0
40130,0
40139,0
40140,0
40143,0
40149,0
40151,0
40162,0
40164,0
40165,0
40168,0
40178,0
40180,0
40182,0
40203,0
40204,0
40206,0
40208,0
40218,0
40223,0
40224,0
40228,0
40246,0
40254,0
40255,0
40261,0
40262,0
40273,0
40274,0
40277,0
40278,0
40282,0
40283,0
40289,0
40292,0
40305,0
40306,0
40307,0
40310,0
40311,0
40330,0
40338,0
40344,0
40350,0
40351,0
40361,0
40362,0
40378,0
40379,0
40383,0
40385,0
40387,0
40391,0
40392,0
40404,0
40407,0
40411,0
40416,0
40426,0
40428,0
40431,0
40434,0
40440,0
40447,0
40456,0
40463,0
40471,0
40475,0
40486,0
40487,0
40488,0
40491,0
40493,0
40502,0
40503,0
40505,0
40506,0
40511,0
40515,0
40516,0
40517,0
40520,0
40523,0
40532,0
40541,0
40542,0
40543,0
40553,0
40558,0
40560,0
40564,0
40565,0
40566,0
40567,0
40572,0
40573,0
40592,0
40598,0
40601,0
40604,0
40605,0
40607,0
40609,0
40622,0
40626,0
40628,0
40629,0
40632,0
40637,0
40638,0
40653,0
40661,0
40669,0
40672,0
40676,0
40689,0
40691,0
40700,0
40701,0
40715,0
40717,0
40727,0
40729,0
40731,0
40733,0
40736,0
40747,0
40751,0
40754,0
40757,0
40759,0
40763,0
40769,0
40770,0
40771,0
40781,0
40785,0
40789,0
40790,0
40792,0
40815,0
40827,0
40834,0
40836,0
40839,0
40850,0
40852,0
40855,0
40858,0
40865,0
40873,0
40878,0
40885,0
40894,0
40898,0
40908,0
40912,0
40915,0
40922,0
40923,0
40924,0
40926,0
40929,0
40934,0
40946,0
40949,0
40950,0
40952,0
40965,0
40968,0
40974,0
40975,0
40983,0
40987,0
40988,0
40992,0
40993,0
40994,0
40997,0
41002,0
41007,0
41010,0
41012,0
41013,0
41015,0
41018,0
41023,0
41024,0
41028,0
41036,0
41040,0
41044,0
41049,0
41050,0
41057,0
41072,0
41073,0
41075,0
41077,0
41079,0
41095,0
41101,0
41112,0
41136,0
41137,0
41140,0
41146,0
41150,0
41152,0
41155,0
41162,0
41171,0
41174,0
41180,0
41181,0
41187,0
41188,0
41190,0
41196,0
41198,0
41199,0
41201,0
41212,0
41213,0
41222,0
41228,0
41230,0
41234,0
41236,0
41238,0
41245,0
41247,0
41248,0
41251,0
41256,0
41259,0
41261,0
41267,0
41275,0
41280,0
41287,0
41299,0
41301,0
41303,0
41326,0
41340,0
41341,0
41342,0
41348,0
41352,0
41355,0
41359,0
41363,0
41367,0
41387,0
41389,0
41390,0
41397,0
41400,0
41411,0
41416,0
41423,0
41427,0
41429,0
41441,0
41443,0
41444,0
41448,0
41451,0
41456,0
41470,0
41499,0
41500,0
41511,0
41524,0
41527,0
41539,0
41540,0
41553,0
41562,0
41571,0
41574,0
41586,0
41587,0
41592,0
41598,0
41602,0
41613,0
41619,0
41624,0
41625,0
41628,0
41632,0
41639,0
41640,0
41645,0
41651,0
41653,0
41657,0
41659,0
41664,0
41674,0
41686,0
41687,0
41691,0
41693,0
41695,0
41696,0
41699,0
41706,0
41709,0
41714,0
41719,0
41723,0
41740,0
41741,0
41742,0
41744,0
41762,0
41770,0
41777,0
41793,0
41794,0
41800,0
41804,0
41810,0
41811,0
41826,0
41829,0
41830,0
41836,0
41837,0
41838,0
41840,0
41842,0
41844,0
41848,0
41851,0
41855,0
41856,0
41860,0
41861,0
41870,0
41872,0
41878,0
41892,0
41899,0
41904,0
41906,0
41915,0
41919,0
41920,0
41924,0
41928,0
41938,0
41941,0
41947,0
41949,0
41952,0
41954,0
41960,0
41963,0
41971,0
41972,0
41975,0
41979,0
41984,0
41992,0
42000,0
42009,0
42013,0
42014,0
42019,0
42030,0
42040,0
42050,0
42058,0
42064,0
42069,0
42072,0
42084,0
42089,0
42090,0
42092,0
42101,0
42110,0
42111,0
42115,0
42117,0
42121,0
42125,0
42130,0
42143,0
42146,0
42147,0
42154,0
42156,0
42157,0
42158,0
42159,0
42170,0
42173,0
42175,0
